Centralia_C01	Centralia_C02	Centralia_C03	Centralia_C04	Centralia_C05	Centralia_C06	Centralia_C07	Centralia_C08	Centralia_C09	Centralia_C10	Centralia_C11	Centralia_C12	Centralia_C13	Centralia_C14	Centralia_C15	Centralia_C16	Centralia_C17	Centralia_C18
k__Bacteria;p__GN02;c__3BR-5F	4.09E-05	2.72E-05	9.08E-06	0	9.08E-06	9.08E-06	4.54E-06	4.54E-06	9.08E-06	4.54E-06	4.54E-06	9.08E-06	3.18E-05	0	0	6.36E-05	1.36E-05	0
k__Bacteria;p__GN02;c__BB34	0	0	0	0	0	0	0	1.36E-05	0	0	0	0	1.82E-05	0	0	0	4.54E-06	0
k__Bacteria;p__GN02;c__BD1-5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82E-05	0	0	0	0
k__Bacteria;p__GN02;c__GKS2-174	1.82E-05	0	0	6.81E-05	0	0	9.08E-06	0	0	4.54E-06	0	0	3.63E-05	0	9.08E-06	1.36E-05	0	1.36E-05
k__Bacteria;p__GN02;c__GN07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63E-05	0
k__Bacteria;p__GN04;c__	8.63E-05	0.000195226	4.99E-05	3.63E-05	6.36E-05	3.18E-05	1.36E-05	0.000726424	3.18E-05	9.08E-06	0	4.54E-06	0.000971592	5.45E-05	9.08E-06	4.99E-05	1.36E-05	0.000186146
k__Bacteria;p__GN04;c__GN15	2.72E-05	0.000154365	4.09E-05	2.72E-05	7.72E-05	9.08E-06	2.27E-05	4.54E-06	0.000104423	4.99E-05	0	1.36E-05	0.000131664	2.72E-05	8.17E-05	4.09E-05	1.82E-05	0.000154365
k__Bacteria;p__GN04;c__MSB-5A5	0	0	0	0	0	0	0	1.36E-05	0	9.08E-06	0	0	3.18E-05	0	0	0	0	4.54E-06
k__Bacteria;p__GOUTA4;c__	5.45E-05	2.27E-05	1.36E-05	4.54E-06	2.72E-05	0	1.82E-05	1.82E-05	4.54E-06	1.82E-05	4.54E-06	0	4.54E-05	9.08E-06	0	0	4.54E-06	0
k__Bacteria;p__Gemmatimonadetes;c__	0	0	0	0	0	0	0	4.54E-06	1.82E-05	9.08E-06	0	0	0	1.36E-05	0	1.36E-05	0	4.54E-06
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1	0.007345964	0.005053188	0.003100923	0.003718384	0.002288236	0.000349592	0.001575432	0.009661441	0.001902323	0.001057855	0.00060384	0.000717344	0.008984958	0.009479835	0.002637828	0.004254121	0.00962966	0.004649114
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2	0.000108964	2.27E-05	6.81E-05	4.54E-06	5.45E-05	0	4.54E-06	0.000349592	4.54E-06	7.72E-05	0	2.27E-05	0.000422234	2.27E-05	6.36E-05	4.09E-05	9.53E-05	7.72E-05
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3	1.82E-05	0	9.08E-06	0	0	0	4.54E-06	0	0	9.08E-06	0	0	0	0	4.54E-06	0	4.54E-06	0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5	0.000199767	0.000172526	4.09E-05	1.82E-05	0	0	9.08E-06	0.000145285	9.08E-06	2.72E-05	1.36E-05	1.36E-05	0.000758205	1.82E-05	2.72E-05	4.54E-05	4.54E-05	0.000113504
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes	0.003677522	0.003341551	0.005493582	0.003382412	0.003591259	0.00360034	0.004944224	0.007400446	0.001085096	0.000839928	0.003473215	0.000685563	0.005021407	0.001825141	0.002142951	0.002733171	0.008698929	0.003972632
k__Bacteria;p__LCP-89;c__	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__LD1;c__	0	0	4.54E-06	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	1.36E-05
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria]	0	0	0	0	0	0	4.54E-06	9.08E-06	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__MVS-104;c__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0	0
k__Bacteria;p__NC10;c__12-24	0.000118044	0.000145285	0.000145285	2.27E-05	0.000108964	2.27E-05	2.27E-05	2.72E-05	6.36E-05	1.36E-05	4.54E-06	2.72E-05	8.63E-05	8.17E-05	8.17E-05	3.63E-05	1.36E-05	0.000131664
k__Bacteria;p__NC10;c__wb1-A12	1.82E-05	0	2.72E-05	0	0	0	9.08E-06	0	1.36E-05	0	0	0	4.54E-06	0	4.54E-06	0	4.54E-06	1.82E-05
k__Bacteria;p__NKB19;c__	2.27E-05	2.27E-05	1.82E-05	0	1.82E-05	0	0	4.54E-05	4.54E-05	2.27E-05	4.54E-06	1.36E-05	8.63E-05	0	1.36E-05	2.27E-05	4.54E-06	2.27E-05
k__Bacteria;p__NKB19;c__TSBW08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	9.08E-06
k__Bacteria;p__Nitrospirae;c__Nitrospira	0.015690761	0.015999492	0.008063308	0.001970425	0.011000785	0.001788819	0.005470882	0.032457538	0.009697762	0.003682062	0.001298483	0.003791026	0.036816083	0.016271901	0.00902128	0.011922436	0.016426266	0.01024258
k__Bacteria;p__OD1;c__	6.36E-05	9.53E-05	0.000367752	0.000626541	0.000149825	0.000204307	0.000281489	0.000254248	9.08E-06	0	3.63E-05	4.54E-06	0.000118044	4.54E-05	4.99E-05	8.17E-05	0.000122584	0.000145285
k__Bacteria;p__OD1;c__ABY1	5.90E-05	3.18E-05	0.000158905	3.18E-05	9.08E-05	9.08E-06	0.000199767	0.000372292	0	4.54E-06	0	1.36E-05	0.000240628	5.45E-05	2.27E-05	1.36E-05	8.17E-05	4.54E-05
k__Bacteria;p__OD1;c__Mb-NB09	5.45E-05	4.99E-05	0	0.000122584	1.82E-05	0	0	0.00118952	1.36E-05	9.08E-06	4.54E-06	9.08E-06	0.000154365	0	5.90E-05	0.00030419	5.90E-05	0.000104423
k__Bacteria;p__OD1;c__ZB2	0.000444935	0.000108964	0.000422234	0.001080556	0.000426774	0.000136205	0.001825141	0.000549358	4.54E-05	4.99E-05	0.000717344	7.26E-05	0.00029965	0.000272409	0.000254248	0.001675316	0.00030419	0.000240628
k__Bacteria;p__OP11;c__	5.90E-05	9.08E-06	1.82E-05	4.54E-06	9.08E-06	4.54E-06	9.08E-06	2.27E-05	4.54E-06	0	0	4.54E-06	9.99E-05	1.36E-05	9.08E-06	4.09E-05	1.36E-05	0
k__Bacteria;p__OP11;c__OP11-3	9.08E-06	0.000104423	0	4.54E-06	4.54E-06	9.08E-06	1.36E-05	1.36E-05	9.08E-06	2.72E-05	4.54E-06	9.08E-06	1.82E-05	1.36E-05	1.82E-05	9.08E-06	0	9.08E-06
k__Bacteria;p__OP11;c__OP11-4	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__OP11;c__WCHB1-64	2.27E-05	2.72E-05	0	0	0	0	0	2.72E-05	3.18E-05	0	1.36E-05	0	2.27E-05	2.27E-05	4.54E-06	0	0	0
k__Bacteria;p__OP3;c__	0	0	0	0	0	0	0	0	0	0	0	3.63E-05	0	0	0	0	0	0
k__Bacteria;p__OP3;c__BD4-9	4.99E-05	9.08E-06	0	4.54E-06	4.09E-05	0	0	0	1.36E-05	4.54E-06	0	0	1.36E-05	0	9.08E-06	0	0	0
k__Bacteria;p__OP3;c__PBS-25	0.000131664	0.000136205	5.90E-05	0.000826307	2.27E-05	2.72E-05	0.000236088	0.000136205	3.63E-05	3.18E-05	0	4.54E-06	0.000213387	0	4.99E-05	6.81E-05	8.63E-05	1.82E-05
k__Bacteria;p__OP3;c__koll11	0.000258789	0.000508497	0.000167986	0.000267869	0.000426774	0	0.000485796	0.00089441	0.000204307	5.45E-05	9.53E-05	3.18E-05	0.000104423	5.45E-05	0.000145285	0.000122584	0.000267869	0.00030419
k__Bacteria;p__OctSpA1-106;c__	0	0	0	0	0	0	0	0	0	0	0	0	0.000254248	0	1.36E-05	0	0	0
k__Bacteria;p__PAUC34f;c__	4.54E-06	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	0	0	9.08E-06	0	0
k__Bacteria;p__Planctomycetes;Other	0	0	0	0	0	0	0	1.36E-05	0	0	0	0	9.08E-06	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__	0.000281489	0.000240628	9.99E-05	1.82E-05	6.36E-05	4.99E-05	1.82E-05	0.001148658	8.63E-05	4.54E-05	1.82E-05	3.63E-05	0.000177066	0.000113504	4.54E-05	3.63E-05	0.000231548	0.000104423
k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5	3.18E-05	9.08E-06	0	0	3.18E-05	9.08E-06	1.36E-05	0.000122584	0	0	0	1.82E-05	2.27E-05	9.08E-06	0	4.54E-06	0.000190686	2.27E-05
k__Bacteria;p__Planctomycetes;c__BD7-11	0.001098716	0.000413154	0.000640161	0.000935271	0.000186146	0.000649242	0.002388119	0.000885329	6.81E-05	1.36E-05	0.000876249	0.000517577	0.000948892	0.000258789	0.000281489	0.000871709	0.000444935	0.000222467
k__Bacteria;p__Planctomycetes;c__C6	0.000227008	0.000131664	4.09E-05	4.54E-06	0.000167986	2.72E-05	2.27E-05	0.000667402	2.27E-05	6.81E-05	2.27E-05	2.27E-05	0.000118044	9.08E-05	5.90E-05	8.63E-05	0.000331431	0.000190686
k__Bacteria;p__Planctomycetes;c__ODP123	0.000227008	0.000363212	0.000240628	4.54E-05	0.000167986	9.08E-06	6.36E-05	8.17E-05	0.000127124	9.08E-05	1.82E-05	4.54E-05	0.000249708	9.99E-05	0.000108964	0.000118044	4.54E-05	0.000217927
k__Bacteria;p__Planctomycetes;c__OM190	0.000985213	0.000771826	0.000572059	7.72E-05	0.00059476	6.36E-05	0.000108964	0.005139451	0.000322351	0.000154365	9.08E-05	9.99E-05	0.000744585	0.000354132	0.000326891	0.000240628	0.002528864	0.00060838
k__Bacteria;p__Planctomycetes;c__Phycisphaerae	0.008181352	0.00812233	0.010274361	0.004049815	0.008757951	0.003037361	0.005466342	0.011926976	0.002533404	0.002006747	0.006846547	0.001135038	0.009870288	0.003886369	0.002764952	0.004935144	0.015450133	0.010978085
k__Bacteria;p__Planctomycetes;c__Pla3	0.000149825	0.000104423	5.90E-05	2.72E-05	0.000108964	1.82E-05	4.09E-05	0.00121222	5.45E-05	3.18E-05	9.08E-06	2.72E-05	0.000140745	4.54E-05	5.90E-05	5.45E-05	0.000122584	0.00031327
k__Bacteria;p__Planctomycetes;c__Pla4	0.000631081	0.000322351	0.001711637	0.000830848	0.000440395	0.000181606	0.000862629	0.001961345	5.90E-05	7.26E-05	0.000454015	0.000181606	0.001071476	5.90E-05	0.000154365	0.000263329	0.000322351	0.000385913
k__Bacteria;p__Planctomycetes;c__Planctomycetia	0.013093795	0.016389944	0.024035558	0.018796224	0.015804265	0.031849158	0.015727082	0.028230658	0.008889615	0.003659362	0.014528483	0.004249581	0.010333383	0.010782858	0.007318723	0.015105082	0.036362068	0.020467
k__Bacteria;p__Planctomycetes;c__[Brocadiae]	0	1.36E-05	0	0	0	0	4.54E-06	4.54E-06	4.54E-06	0	0	4.54E-06	0	1.82E-05	0	0	0	0
k__Bacteria;p__Planctomycetes;c__vadinHA49	0.000322351	0.000331431	0.000967052	0.000449475	0.00029965	0.00028603	0.000703723	0.000472176	6.36E-05	9.08E-06	0.000622001	0.000108964	0.000240628	0.000108964	0.000177066	0.00029057	0.000345051	0.00030419
k__Bacteria;p__Proteobacteria;Other	4.99E-05	8.17E-05	5.90E-05	2.72E-05	9.99E-05	1.82E-05	1.36E-05	3.63E-05	4.99E-05	9.08E-06	1.36E-05	0	0.000122584	5.90E-05	3.18E-05	5.90E-05	4.99E-05	7.26E-05
k__Bacteria;p__Proteobacteria;c__	0.000131664	0.002683229	3.18E-05	0	0.000957972	0	0	0.00392269	1.36E-05	0	4.54E-06	0	0.002973799	9.08E-06	3.63E-05	0.01685758	0.00091711	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.083134702	0.079802231	0.093390902	0.103383774	0.09330918	0.145879586	0.103324752	0.093045851	0.038682085	0.028412264	0.134592771	0.071779785	0.044507099	0.057019754	0.118756725	0.0565839	0.092850624	0.088478459
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.045787421	0.029007024	0.024889107	0.027967329	0.020380737	0.011904275	0.019654313	0.086966589	0.026528101	0.007400446	0.016789478	0.004086136	0.036480112	0.007981585	0.010092755	0.015876907	0.053800787	0.032484779
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	0.150565022	0.142919408	0.093940261	0.040993022	0.097549681	0.043553667	0.050826988	0.175358785	0.080197224	0.065514376	0.038772888	0.045882764	0.271387515	0.063321484	0.068224846	0.091129907	0.068070481	0.12491317
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	1.36E-05	7.72E-05	1.36E-05	0	3.18E-05	9.08E-06	0	9.08E-06	4.54E-06	4.54E-06	0	0	9.08E-06	0	0	4.54E-06	9.08E-06	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.046591028	0.045383348	0.040725153	0.032185129	0.048080197	0.039172421	0.044271011	0.032879772	0.021470373	0.0120541	0.037478945	0.011087048	0.034114693	0.00904398	0.015822426	0.017779231	0.026169429	0.042118979
k__Bacteria;p__Proteobacteria;c__TA18	4.99E-05	1.36E-05	3.18E-05	4.99E-05	2.72E-05	2.72E-05	2.27E-05	0.000258789	1.82E-05	1.82E-05	0.000104423	0	5.90E-05	9.08E-05	4.54E-06	1.82E-05	0.000385913	0.000127124
k__Bacteria;p__Proteobacteria;c__Zetaproteobacteria	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0
k__Bacteria;p__SAR406;c__AB16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0	0
k__Bacteria;p__SBR1093;c__	0	0	7.26E-05	0	4.54E-06	0.000190686	0	0	0	0.000399533	2.72E-05	5.45E-05	0.006233627	0.002660528	0.004862502	0.002851215	0	0
k__Bacteria;p__SC4;c__	3.18E-05	0	9.08E-06	0	9.08E-06	0	0	4.54E-06	2.27E-05	1.36E-05	0	0	9.08E-06	2.27E-05	0	9.08E-06	0	2.27E-05
k__Bacteria;p__SR1;c__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0
k__Bacteria;p__Spirochaetes;c__GN05	4.54E-06	0	0	0	4.54E-06	0	0	1.36E-05	0	1.82E-05	0	0	1.36E-05	0	1.36E-05	4.54E-06	0	1.36E-05
k__Bacteria;p__Spirochaetes;c__Spirochaetes	0.000503957	0.00029511	0.000544818	0.00330069	0.000717344	0.000667402	0.001148658	0.00059476	0.000213387	0.000154365	0.000363212	6.81E-05	0.00029511	4.09E-05	0.000676482	0.000131664	0.000399533	0.000263329
k__Bacteria;p__Spirochaetes;c__[Brevinematae]	0	3.63E-05	4.09E-05	0	0	0	9.08E-06	0	4.54E-06	0	0	4.54E-06	0	0	9.08E-06	3.18E-05	9.08E-06	9.08E-06
k__Bacteria;p__Spirochaetes;c__[Leptospirae]	5.90E-05	2.72E-05	3.63E-05	1.82E-05	5.90E-05	1.82E-05	0	0.000199767	9.53E-05	1.82E-05	4.54E-06	0	5.45E-05	2.27E-05	4.99E-05	1.82E-05	4.99E-05	2.72E-05
k__Bacteria;p__TM6;c__SBRH58	0	9.08E-06	0.001557272	7.72E-05	0.000199767	7.26E-05	0.001729797	9.53E-05	4.54E-06	0	0.000363212	6.36E-05	2.72E-05	9.08E-06	1.36E-05	0	0.000108964	2.72E-05
k__Bacteria;p__TM6;c__SJA-4	0.005289276	0.000581139	0.005602546	0.00181152	0.004844341	0.003672982	0.008603586	0.00330977	0.00060838	9.08E-05	0.001738878	0.000440395	0.000735504	0.000408614	0.001952265	0.003368792	0.001334804	0.002583346
k__Bacteria;p__TM7;c__SC3	6.36E-05	0.000272409	0.000249708	0.000186146	0.000213387	0.000272409	0.000163445	9.08E-05	0	2.72E-05	7.72E-05	0	8.17E-05	5.90E-05	4.09E-05	4.09E-05	0.000249708	0.000376833
k__Bacteria;p__Tenericutes;c__Mollicutes	0	2.72E-05	0	0	4.54E-06	0	4.54E-06	4.54E-06	0	0	0	0	0	4.54E-06	0	0	0	0
k__Bacteria;p__Verrucomicrobia;Other	1.36E-05	0	9.08E-06	0	0	0	4.54E-06	4.99E-05	0	0	0	0	0	0	0	0	4.54E-06	0
k__Bacteria;p__Verrucomicrobia;c__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0
k__Bacteria;p__Verrucomicrobia;c__Opitutae	0.002583346	0.001829681	0.002801273	0.001915944	0.00211117	0.005193933	0.003654821	0.002810353	0.000785446	0.000508497	0.003377872	0.001984046	0.002315477	0.001970425	0.002501623	0.003110003	0.002937478	0.002061228
k__Bacteria;p__Verrucomicrobia;c__Verruco-5	5.45E-05	1.36E-05	1.36E-05	0	1.82E-05	4.54E-06	0	5.90E-05	9.08E-06	9.08E-06	0	0	1.36E-05	1.82E-05	4.54E-06	0	3.18E-05	1.36E-05
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.000363212	0.000335971	0.000204307	0.000104423	0.000172526	0.000326891	6.36E-05	0.001071476	0.000127124	0.000118044	0.000167986	4.09E-05	0.000408614	0.000145285	0.000140745	9.53E-05	0.001225841	0.000367752
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae]	0.001929564	0.001988586	0.007336884	0.001153198	0.003432354	0.002774032	0.000862629	0.001439228	5.45E-05	9.99E-05	0.000540278	9.53E-05	0.000190686	0.000399533	4.99E-05	0.000186146	0.002474382	0.001153198
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae]	0.055816614	0.051235602	0.069632293	0.045587654	0.055848395	0.025960582	0.055961899	0.067371298	0.015495535	0.02348166	0.050740726	0.012607999	0.032997816	0.022328462	0.032353115	0.053909751	0.103815089	0.050227689
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria]	0.00691011	0.014051767	0.00512129	0.014664687	0.005230254	0.002424441	0.002260995	0.013706715	0.00151187	0.000758205	0.006982752	0.000553898	0.002651448	0.007927103	0.006474255	0.042681958	0.063466768	0.034523307
k__Bacteria;p__WPS-2;c__	0.002783112	0.003672982	0.003205346	0.005548064	0.004004413	0.001843301	0.013121036	1.82E-05	0.027794803	0.007618373	0.012122203	0.002465302	0.000227008	0.004245041	0.001461929	0.002510703	5.45E-05	0.003178106
k__Bacteria;p__WS1;c__	0	1.82E-05	4.09E-05	0	2.27E-05	0	9.08E-06	0	3.18E-05	0	4.54E-06	1.36E-05	4.99E-05	1.82E-05	9.08E-06	0	0	2.27E-05
k__Bacteria;p__WS2;c__SHA-109	1.36E-05	0	0	0	9.08E-06	0	0	1.36E-05	0	0	0	0	1.36E-05	1.36E-05	0	0	0	4.54E-06
k__Bacteria;p__WS3;c__PRR-12	0.004018033	0.003050981	0.001466469	0.00031327	0.001838761	0.000190686	0.000358672	0.009425353	0.00150733	0.000985213	0.000317811	0.000431314	0.002183813	0.001016994	0.001007913	0.000926191	0.011581925	0.00272409
k__Bacteria;p__WS4;c__	0.000276949	0.000404073	0.000104423	3.63E-05	9.53E-05	0	1.36E-05	4.54E-06	6.36E-05	5.45E-05	1.36E-05	2.72E-05	0.00028603	4.09E-05	8.17E-05	7.72E-05	1.36E-05	0.000222467
k__Bacteria;p__WS5;c__	9.08E-06	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	4.54E-06	9.08E-06	0	0
k__Bacteria;p__WWE1;c__[Cloacamonae]	0.000104423	6.81E-05	1.36E-05	0	8.17E-05	0	0	1.36E-05	1.82E-05	1.82E-05	0	4.54E-06	4.99E-05	1.36E-05	1.82E-05	3.18E-05	2.72E-05	8.17E-05
k__Bacteria;p__[Caldithrix];c__KSB1	2.72E-05	0	0	0	1.36E-05	4.54E-06	4.54E-06	0	0	4.54E-06	0	0	4.09E-05	0	0	0	4.54E-06	1.36E-05
k__Bacteria;p__[Thermi];c__Deinococci	0	9.08E-06	2.72E-05	0	0	0	0	0	2.27E-05	9.08E-06	0	9.08E-06	0.001861462	2.27E-05	0	2.27E-05	0	4.54E-06
