Centralia_C01	Centralia_C02	Centralia_C03	Centralia_C04	Centralia_C05	Centralia_C06	Centralia_C07	Centralia_C08	Centralia_C09	Centralia_C10	Centralia_C11	Centralia_C12	Centralia_C13	Centralia_C14	Centralia_C15	Centralia_C16	Centralia_C17	Centralia_C18
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae	5.45E-05	9.53E-05	5.45E-05	2.27E-05	3.63E-05	1.36E-05	9.08E-06	0.000149825	0.00030873	0.000127124	2.72E-05	1.36E-05	0.000195226	7.26E-05	6.36E-05	0.000140745	7.26E-05	0.000104423
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Glycomycetaceae	3.63E-05	1.36E-05	0	9.08E-06	3.18E-05	0	0	4.54E-06	2.27E-05	1.36E-05	0	9.08E-06	2.27E-05	0	4.54E-06	9.08E-06	9.08E-06	1.36E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae	0.000522117	0.000426774	0.000186146	6.36E-05	0.000195226	2.72E-05	7.26E-05	0.000871709	0.001334804	0.000186146	0.000131664	8.63E-05	0.000467636	0.000154365	0.000258789	0.000136205	0.002024907	0.000263329
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae	2.27E-05	0	0.000167986	0.000190686	0	0.000149825	9.08E-06	0.000236088	2.72E-05	4.54E-06	1.36E-05	0	4.54E-06	0	9.08E-06	1.36E-05	0.000767285	2.72E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	0.000158905	0.000390453	0.000208847	0.000208847	8.63E-05	0.000572059	0.000145285	0.000767285	0.001271242	0.00061292	0.000435854	6.81E-05	0.000204307	0.000122584	0.000404073	9.53E-05	0.000581139	0.000562979
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	0.001112337	0.000712804	0.0023972	0.000263329	0.000367752	5.90E-05	0.000549358	0.002778572	0.010133617	0.000186146	0.000503957	0.000104423	0.000490336	0.000154365	0.000635621	0.000208847	0.001044235	0.000544818
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae	0.001757038	0.000354132	0.000422234	0.000740045	0.000177066	0.000785446	0.000195226	0.003087303	0.000136205	0.000186146	0.000367752	9.08E-06	0.000503957	0.000404073	0.000531198	0.002465302	0.004671815	0.000249708
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae	0.000994293	0.003677522	0.000254248	0.000422234	0.000422234	0.001057855	0.000985213	0.001039695	5.45E-05	0.003382412	0.005666108	8.17E-05	0.000399533	0.002519784	0.000676482	0.002987419	0.001997666	0.00181606
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nakamurellaceae	1.36E-05	1.36E-05	2.27E-05	7.72E-05	4.54E-06	4.54E-06	3.63E-05	0.000726424	4.54E-06	9.08E-06	0	0	0	0	0	0	0.001321184	9.53E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae	4.99E-05	0.000413154	1.82E-05	3.63E-05	7.72E-05	1.36E-05	0.000118044	7.26E-05	2.27E-05	0	6.36E-05	1.36E-05	6.36E-05	7.72E-05	3.18E-05	2.72E-05	0.000467636	9.53E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae	0.000404073	0.000494876	0.000335971	7.26E-05	0.000140745	7.26E-05	0.000108964	0.001557272	0.000236088	0.000167986	4.99E-05	0.000108964	0.00059476	0.000154365	0.000172526	0.00028603	0.00302374	0.000408614
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae	0	4.54E-06	0	9.08E-06	0	9.08E-06	0	0	9.08E-06	4.54E-06	1.36E-05	0	2.27E-05	1.36E-05	4.99E-05	0	0	0.000222467
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae	5.90E-05	0	4.54E-06	0	3.18E-05	0	4.54E-06	0	4.99E-05	4.54E-06	0	0	6.36E-05	0	3.18E-05	9.08E-06	9.08E-06	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	0	4.54E-06	1.82E-05	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	9.08E-06	1.82E-05	1.82E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae	0.000181606	0.000136205	0.000208847	0.000522117	9.08E-05	0.000381373	0.00031327	0.000267869	0.000567519	0.000681023	0.004581012	0.000526657	0.000204307	0.006274488	0.001021534	0.005012327	0.000354132	0.000771826
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sanguibacteraceae	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae	0.000127124	1.36E-05	0.000113504	0.000108964	1.36E-05	5.90E-05	8.63E-05	0.000363212	0.000113504	0.000158905	0.000249708	2.27E-05	3.18E-05	0.000122584	0.000227008	0.000335971	0.000694643	8.17E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae	0.001471009	0.000681023	0.000186146	0.000671942	0.00029511	0.000195226	0.000526657	0.001616294	0.000177066	0.000104423	0.000730964	0.000145285	0.000367752	0.003150865	0.000971592	0.003968092	0.002233754	0.000676482
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae	3.63E-05	4.99E-05	1.82E-05	0	2.27E-05	4.54E-06	1.36E-05	0.000118044	1.36E-05	1.36E-05	9.08E-05	1.36E-05	0.0005993	0	0.000149825	4.54E-06	7.26E-05	3.18E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae	0.000717344	0.003527697	0.000331431	0.001920484	0.000549358	0.001003373	0.00059476	0.00030419	1.36E-05	0.001166819	0.00420872	0	0.000363212	0.000617461	0.000227008	0.004635494	0.000699183	0.000930731
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Tsukamurellaceae	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	9.08E-06	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Williamsiaceae	2.27E-05	0	0	0	0	0	0	2.27E-05	0	0	0	0	1.36E-05	4.54E-06	0	0	5.45E-05	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Yaniellaceae	0	0	0	0	0	0	0	0	0.000372292	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	1.82E-05	0	0	0	0	9.08E-06	0	9.08E-06	2.72E-05	0	0	0	0	1.36E-05	0	0	1.82E-05	1.82E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__	0.000231548	0.000163445	6.81E-05	9.08E-06	0.000127124	9.08E-06	9.08E-06	7.26E-05	8.17E-05	9.08E-06	1.36E-05	2.27E-05	0.000322351	7.26E-05	6.36E-05	7.26E-05	5.90E-05	0.000108964
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__WCHB1-81;f__At425_EubF1	0	0	0	0	0	0	0	0	0	0	0	0	1.36E-05	4.54E-06	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__;f__	0	0	0	0	0	0	0	1.36E-05	0	0	0	0	9.08E-06	0	0	6.36E-05	2.27E-05	0
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__	0.000631081	0.000780906	0.000231548	0.000158905	0.000417694	2.72E-05	4.09E-05	0.004658195	0.00030419	0.000113504	5.45E-05	8.63E-05	0.001716177	0.000276949	0.000131664	0.001035154	0.004358545	0.000322351
k__Bacteria;p__Actinobacteria;c__OPB41;o__;f__	0.000935271	0.000740045	0.000340511	9.08E-05	0.000485796	6.81E-05	5.90E-05	0.00030873	0.000349592	0.000181606	9.08E-05	0.000140745	0.000667402	0.000190686	0.000272409	0.000399533	0.000167986	0.000744585
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae	0.000186146	2.27E-05	6.36E-05	0	4.09E-05	1.36E-05	1.36E-05	0.000140745	4.54E-05	1.36E-05	0	9.08E-06	0.053855269	9.08E-05	0	2.72E-05	2.72E-05	1.36E-05
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;Other;Other	0	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	0	0	0	4.54E-06	0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__;f__	2.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27E-05	0	0	0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__	0.000217927	9.53E-05	0.00030419	0.000127124	6.36E-05	0.002601506	0.000181606	0.001861462	8.17E-05	9.08E-06	9.08E-06	4.54E-06	8.17E-05	4.99E-05	0.000104423	0.000553898	0.0024199	3.18E-05
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__AK1AB1_02E	1.82E-05	0	9.08E-06	0	4.54E-06	0	0	3.18E-05	1.82E-05	4.54E-06	0	2.72E-05	3.63E-05	1.36E-05	1.82E-05	4.54E-06	4.09E-05	4.54E-05
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae	0.005874955	0.003999873	0.007450388	0.003359712	0.002079389	0.002901156	0.001439228	0.020212751	0.002424441	0.001275782	0.001012454	0.000485796	0.005370998	0.006292649	0.002646908	0.013624993	0.023822171	0.002951098
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;Other	7.72E-05	4.99E-05	1.36E-05	7.26E-05	9.53E-05	0.000140745	0.000136205	0.000140745	0.000240628	3.18E-05	0.000195226	4.54E-06	0	8.63E-05	2.27E-05	0.00029965	0.000127124	5.90E-05
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__	0.002510703	0.005075889	0.004045274	0.003273449	0.003291609	0.007595672	0.003473215	0.007250621	0.001530031	0.002519784	0.005806853	0.00028603	0.001271242	0.001952265	0.000771826	0.004712677	0.007627453	0.003296149
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae	0.002919317	0.00511221	0.003159945	0.00392269	0.00392269	0.008290315	0.003296149	0.001184979	0.005770532	0.004481129	0.014260614	0.000104423	7.26E-05	0.007995206	0.001625374	0.010083675	0.001747958	0.004444808
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae	0.000104423	0.00030873	0.000240628	4.99E-05	0.000104423	0.000404073	4.54E-05	0.000776366	0.004948764	0.000485796	0.001048775	9.08E-06	7.72E-05	0.000222467	9.99E-05	0.000190686	0.001121417	0.000326891
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae	0.000222467	0.000145285	5.45E-05	4.09E-05	5.90E-05	6.81E-05	1.36E-05	0.001548191	8.63E-05	4.54E-05	3.18E-05	1.82E-05	0.000222467	9.08E-05	0.000113504	8.17E-05	0.002179272	0.000127124
k__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales;f__Aquificaceae	0	0	0	0	0	0	0	0	0	0	0	0	6.36E-05	0	0	0	0	0
k__Bacteria;p__Armatimonadetes;c__;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0.00029057	0	0	0	0	0
k__Bacteria;p__Armatimonadetes;c__0319-6E2;o__;f__	0.000149825	4.54E-05	0.000122584	0.000254248	6.81E-05	9.99E-05	0.000263329	0.000522117	1.82E-05	1.82E-05	0.000217927	0.000717344	0.001112337	0.000154365	0.000195226	0.000426774	0.000267869	4.99E-05
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__FW68;f__	0.000122584	0.000508497	0.001016994	0.000703723	0.001080556	0.000449475	0.001775199	1.82E-05	3.18E-05	0.000367752	0.002247375	6.36E-05	0	0.00030419	4.99E-05	0.000190686	0.000490336	0.0005993
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;Other	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae	0.000199767	0.000349592	0.000876249	0.000258789	0.000394993	0.002592426	0.000553898	0.000145285	0.006478795	0.003486836	0.000326891	0.000345051	7.72E-05	0.001557272	0.000499417	0.000844468	0.000449475	0.00029057
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__SJA-22;f__	9.53E-05	0	0.000231548	3.18E-05	0	0	9.08E-06	3.63E-05	0	0	1.36E-05	0	0.001847841	0	0	0	0.000136205	0
k__Bacteria;p__Armatimonadetes;c__OPB50;o__;f__	0	0	4.54E-06	4.54E-06	1.82E-05	0	0	0	0	0	4.54E-06	0	0	0	0	0	4.54E-06	1.36E-05
k__Bacteria;p__Armatimonadetes;c__OS-L;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0.000122584	0	0	0	0	0
k__Bacteria;p__Armatimonadetes;c__SHA-37;o__;f__	5.45E-05	2.27E-05	2.72E-05	2.72E-05	2.72E-05	0	4.54E-06	4.54E-06	4.54E-05	0	0	0	2.27E-05	2.27E-05	9.08E-06	0	9.08E-06	7.26E-05
k__Bacteria;p__Armatimonadetes;c__SJA-176;o__GAB-B06;f__	0.000245168	0.000249708	7.72E-05	6.81E-05	0.000213387	6.36E-05	4.54E-05	4.54E-06	0.000136205	8.63E-05	2.72E-05	1.82E-05	0.000199767	7.72E-05	3.63E-05	5.90E-05	2.27E-05	0.000190686
k__Bacteria;p__Armatimonadetes;c__SJA-176;o__RB046;f__	0.001747958	0.001307563	0.000676482	0.000149825	0.00090349	0.000149825	0.000118044	0.000140745	0.000622001	0.000340511	0.000113504	0.000245168	0.000799067	0.000449475	0.00031327	0.000335971	0.000167986	0.001425607
k__Bacteria;p__Armatimonadetes;c__SJA-176;o__TP122;f__	9.08E-06	0	0	0	0	0	0	4.54E-06	1.36E-05	0	0	0	1.36E-05	9.08E-06	0	2.72E-05	0	0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__	1.82E-05	4.54E-06	0	0	0	9.08E-06	9.08E-06	0	0	0	0	0	0.06473347	0	0	0	0	4.54E-06
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae]	0.000385913	0.000217927	0.001825141	0.000930731	0.00029511	0.000853548	0.000249708	0.000163445	0.000154365	0.000131664	0.000490336	0.000340511	0.00028603	0.000381373	0.001380206	0.000118044	0.000444935	0.001275782
k__Bacteria;p__BHI80-139;c__;o__;f__	4.54E-06	4.99E-05	0.000254248	0.000136205	5.45E-05	4.54E-05	0.000254248	7.26E-05	0	0	7.26E-05	0	0	1.82E-05	9.08E-06	0.000195226	3.18E-05	1.82E-05
k__Bacteria;p__BRC1;c__;o__;f__	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__BRC1;c__NPL-UPA2;o__;f__	0	1.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__BRC1;c__PRR-11;o__;f__	4.54E-05	0.000113504	9.99E-05	0	3.63E-05	0	9.08E-06	1.82E-05	4.54E-05	2.27E-05	9.08E-06	3.18E-05	5.45E-05	9.08E-06	4.54E-05	2.72E-05	4.54E-06	0.000140745
k__Bacteria;p__Bacteroidetes;Other;Other;Other	4.99E-05	9.53E-05	0.00029057	9.08E-06	7.26E-05	4.54E-06	2.72E-05	4.09E-05	6.81E-05	3.18E-05	3.18E-05	3.18E-05	9.08E-06	0	2.27E-05	1.82E-05	3.18E-05	6.36E-05
k__Bacteria;p__Bacteroidetes;c__;o__;f__	0	0	0	0	0	0	0	0.000149825	0	0	0	0	0.000245168	0	0	9.08E-06	0	0
k__Bacteria;p__Bacteroidetes;c__At12OctB3;o__;f__	0	5.45E-05	0.000381373	0.000490336	0.000199767	0.000136205	0.000744585	2.72E-05	0	2.27E-05	0.00029057	0.000113504	5.90E-05	7.72E-05	1.36E-05	0.000145285	0.000331431	0.00030419
k__Bacteria;p__Bacteroidetes;c__BME43;o__;f__	3.18E-05	2.72E-05	9.08E-06	4.54E-06	4.54E-06	0	0	0	0	9.08E-06	1.82E-05	0	1.82E-05	2.72E-05	9.08E-06	9.08E-06	4.54E-06	3.63E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other	9.08E-06	0	0	3.18E-05	3.63E-05	9.08E-06	6.81E-05	0	0	1.36E-05	0	0	1.36E-05	0	0	0	4.54E-06	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	0.067648247	0.058508924	0.033919467	0.005375539	0.034691292	0.00480802	0.008104169	0.010210799	0.023999237	0.015495535	0.006960051	0.01085096	0.052234435	0.021157103	0.019009611	0.018896108	0.009107543	0.042922586
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	0.000417694	0.000399533	0.000167986	9.08E-06	0.000222467	1.82E-05	9.08E-06	2.27E-05	0.000104423	0.000145285	3.63E-05	0.000108964	0.000217927	4.54E-05	9.08E-05	7.72E-05	2.27E-05	0.000272409
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	2.72E-05	4.99E-05	1.36E-05	0	9.08E-06	0	0	0	2.27E-05	0	0	0	0	9.08E-06	9.08E-06	4.54E-06	4.54E-06	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__ML635J-40	0	0	0	0	0	0	0	0	0	0	0	0	2.27E-05	0	0	0	4.54E-06	4.54E-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae	0	6.36E-05	9.08E-06	4.54E-06	0	4.54E-06	0	0	2.72E-05	0	0	0	4.54E-06	0	0	1.36E-05	9.08E-06	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	0	4.99E-05	1.82E-05	0	1.36E-05	1.82E-05	3.18E-05	2.72E-05	4.54E-06	9.08E-06	0	0	7.26E-05	2.72E-05	9.08E-06	0	0	4.99E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	2.72E-05	0.000190686	3.18E-05	0	4.99E-05	0	4.54E-06	4.54E-06	9.08E-06	0	4.54E-06	4.54E-06	5.90E-05	5.90E-05	9.08E-06	4.54E-06	0	8.17E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	2.72E-05	5.45E-05	9.08E-06	0	1.36E-05	0	0	0	0	0	0	0	4.54E-05	0	4.54E-06	0	9.08E-06	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0	3.18E-05	3.63E-05	4.54E-06	5.90E-05	0	9.08E-06	0	3.18E-05	9.08E-06	9.08E-06	9.08E-06	4.54E-05	9.08E-06	0	1.36E-05	4.54E-06	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__SB-1	0.00091257	0.000699183	0.000531198	0.000149825	0.000454015	0.000113504	0.000118044	0.000113504	0.000272409	0.000258789	0.000108964	0.000186146	0.000962512	0.000263329	0.000258789	0.000245168	0.000186146	0.000721884
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__VC21_Bac22	0	9.08E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;Other	0	0	0	0	0	9.08E-06	0	0	0	0	0	0	1.36E-05	0	0	0	0	4.54E-06
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__	0	0	4.09E-05	0	0	4.54E-06	0	0	0	0	2.72E-05	0	0	0	1.36E-05	0	2.72E-05	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae	0.00903944	0.00511675	0.005071348	0.004481129	0.004058895	0.004617333	0.012285648	0.017506822	0.001938644	0.001012454	0.002655988	0.001166819	0.005012327	0.001643535	0.004004413	0.002447141	0.018877947	0.003840968
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae	6.81E-05	0.000113504	5.90E-05	4.54E-06	2.27E-05	0	9.08E-06	0	1.36E-05	0	9.99E-05	4.54E-06	4.09E-05	3.18E-05	9.08E-06	1.82E-05	1.82E-05	9.53E-05
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__[Amoebophilaceae]	2.72E-05	0	0.000267869	0.000190686	0.000217927	0.00030873	2.72E-05	0.000240628	2.72E-05	6.36E-05	0.000263329	9.08E-06	0	7.26E-05	2.27E-05	7.26E-05	8.17E-05	4.54E-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;Other	9.08E-06	0	1.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__	0.000181606	0.000458555	0.000254248	0	0.000118044	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae	0.000667402	0.000481256	0.000367752	3.63E-05	0.000331431	5.90E-05	6.36E-05	0.000694643	0.000217927	0.000190686	4.54E-05	0.000104423	0.000526657	0.000208847	0.000131664	0.000158905	0.000177066	0.000399533
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	0.001625374	0.001525491	0.001035154	0.000186146	0.00088987	0.000199767	0.00028603	0.002338178	0.000617461	0.000385913	0.000231548	0.00030873	0.001316644	0.000449475	0.000544818	0.000617461	0.001974966	0.001248541
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	0	3.63E-05	1.36E-05	4.54E-06	0	0	0.000140745	1.82E-05	1.36E-05	0	2.72E-05	4.54E-06	4.99E-05	0	4.54E-05	0	8.63E-05	4.54E-06
k__Bacteria;p__Bacteroidetes;c__SM1A07;o__;f__	0	0	0	0	0	0	0	5.45E-05	0	0	0	0	0	0	0	3.63E-05	4.54E-06	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;Other	0	0	9.08E-06	0	0	0	4.54E-06	0	0	0	0	0	4.54E-06	4.54E-06	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__	0.008771571	0.007159818	0.00933909	0.0048171	0.008762491	0.0023972	0.0126534	0.021420432	0.002270075	0.001629914	0.004331304	0.002083929	0.00691919	0.003931771	0.00450837	0.006796606	0.013348043	0.006510576
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__NS11-12	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	0.001856922	0.001775199	0.007123497	0.007799979	0.006996372	0.002919317	0.015472834	0.001175899	0.00088987	0.001484629	0.006615	0.000694643	0.000830848	0.000944351	0.001443768	0.0030192	0.003872749	0.009152944
k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22;o__;f__	0	4.54E-06	3.18E-05	9.08E-06	1.82E-05	0	0	2.72E-05	1.36E-05	2.27E-05	1.36E-05	0	0.000145285	0	4.54E-06	3.18E-05	0.000145285	1.36E-05
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae	2.27E-05	1.82E-05	0	0	0	0	0	1.82E-05	0	9.08E-06	0	0	0.000145285	4.54E-06	0	0	0	1.36E-05
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__	0.001157738	0.000749125	0.001870542	0.001316644	0.001593593	0.001239461	0.003205346	0.000376833	0.000245168	6.81E-05	0.000957972	0.000208847	0.00030873	0.000263329	0.000372292	0.00060838	0.000926191	0.000862629
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae	0.035426797	0.031949041	0.040420963	0.013584131	0.033202123	0.051707778	0.024426011	0.025461166	0.033837744	0.009793105	0.038645764	0.01021988	0.03342005	0.012426393	0.016721375	0.019050473	0.062190986	0.031422384
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae	0.008785192	0.007613833	0.004476589	0.000735504	0.004186019	0.000708264	0.00090349	0.002592426	0.003255288	0.001925024	0.000867169	0.001716177	0.006224547	0.002606047	0.002842134	0.002528864	0.001734338	0.005602546
k__Bacteria;p__Caldithrix;c__Caldithrixae;o__Caldithrixales;f__Caldithrixaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;Other;Other	0	0	0	0	0	0	0	2.27E-05	0	0	0	0	0	0	0	0	1.82E-05	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__;f__	0.000131664	0.000971592	0.000749125	4.99E-05	0.000499417	0.001371126	0.00029511	0.000844468	1.36E-05	0	2.27E-05	0.000122584	3.18E-05	2.72E-05	3.63E-05	4.54E-05	0.00029965	6.81E-05
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;Other	0	4.54E-06	2.72E-05	1.82E-05	8.17E-05	0	4.99E-05	0.000190686	0	9.08E-06	4.54E-06	0	9.08E-06	1.36E-05	9.08E-06	9.08E-06	4.54E-06	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__	0.001411987	0.000322351	0.001743418	0.001875082	0.00241082	0.004077055	0.007364125	0.002015827	2.27E-05	4.54E-06	0.001343885	0.000249708	3.63E-05	0	0.000376833	0.00060838	0.000394993	0.001834221
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae	0	0	1.36E-05	0	0	0	0	2.72E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Criblamydiaceae	0	1.36E-05	0.000862629	0	0.000108964	0	0	3.18E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae	0.001520951	0.00120314	0.003627581	0.000631081	0.001784279	0.002660528	0.00181152	0.002746791	0.000317811	1.36E-05	0.001548191	0.000381373	0.000503957	0.000490336	0.000503957	0.002392659	0.002197433	0.000839928
