Centralia_C01	Centralia_C02	Centralia_C03	Centralia_C04	Centralia_C05	Centralia_C06	Centralia_C07	Centralia_C08	Centralia_C09	Centralia_C10	Centralia_C11	Centralia_C12	Centralia_C13	Centralia_C14	Centralia_C15	Centralia_C16	Centralia_C17	Centralia_C18
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma	0	0	9.08E-06	9.08E-06	1.82E-05	1.36E-05	0	4.54E-06	9.08E-06	0	0	9.08E-06	9.08E-06	0	3.63E-05	0	0.000172526	1.82E-05
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Sporocytophaga	8.17E-05	9.99E-05	4.09E-05	4.54E-06	8.63E-05	0.000213387	9.08E-06	0.000149825	1.36E-05	4.99E-05	0.001602673	8.17E-05	0.000104423	0.000118044	0.000254248	4.99E-05	3.18E-05	9.99E-05
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;Other	0	0	0	0	0	0	0	0	0	0	1.82E-05	0	0	2.27E-05	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__	6.81E-05	0.000113504	5.90E-05	4.54E-06	2.27E-05	0	9.08E-06	0	1.36E-05	0	8.17E-05	4.54E-06	4.09E-05	9.08E-06	9.08E-06	1.82E-05	1.82E-05	9.53E-05
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__[Amoebophilaceae];Other	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__[Amoebophilaceae];g__	0	0	9.08E-05	0.000108964	4.54E-05	0.000231548	4.54E-06	2.72E-05	0	0	7.26E-05	0	0	0	2.27E-05	5.45E-05	9.08E-06	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__[Amoebophilaceae];g__Candidatus Amoebophilus	0	0	9.53E-05	4.54E-05	0.000158905	6.81E-05	2.27E-05	1.82E-05	0	6.36E-05	0.000186146	0	0	6.81E-05	0	4.54E-06	3.18E-05	2.72E-05
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__[Amoebophilaceae];g__SC3-56	2.72E-05	0	8.17E-05	3.63E-05	1.36E-05	4.54E-06	0	0.000186146	2.72E-05	0	4.54E-06	9.08E-06	0	4.54E-06	0	1.36E-05	4.09E-05	1.82E-05
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__[Amoebophilaceae];g__Ucs1325	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;Other;Other	9.08E-06	0	1.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__;g__	0.000181606	0.000458555	0.000254248	0	0.000118044	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__	0.000626541	0.000372292	0.00029511	3.18E-05	0.00029057	5.45E-05	5.45E-05	0.000585679	0.000190686	0.000163445	4.54E-05	9.53E-05	0.000494876	0.000177066	8.17E-05	0.000136205	0.000140745	0.000399533
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Crocinitomix	4.09E-05	0	6.81E-05	4.54E-06	3.63E-05	4.54E-06	0	1.36E-05	0	2.72E-05	0	9.08E-06	3.18E-05	4.54E-06	4.09E-05	2.27E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Fluviicola	0	0.000108964	4.54E-06	0	4.54E-06	0	9.08E-06	9.53E-05	2.72E-05	0	0	0	0	2.72E-05	9.08E-06	0	3.63E-05	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;Other	0	0	1.82E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__	4.54E-06	4.54E-06	0	0	0	0	0	0	4.54E-05	0	0	0	9.08E-06	0	0	0	4.54E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	2.72E-05	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	0.001620834	0.001520951	0.001016994	0.000186146	0.000885329	0.000199767	0.00028603	0.002338178	0.000572059	0.000385913	0.000231548	0.00030873	0.001280323	0.000449475	0.000544818	0.000617461	0.001970425	0.001248541
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Chryseobacterium	0	0	1.36E-05	4.54E-06	0	0	0.000136205	1.82E-05	1.36E-05	0	2.72E-05	4.54E-06	4.99E-05	0	4.54E-05	0	8.63E-05	4.54E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Cloacibacterium	0	3.63E-05	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__SM1A07;o__;f__;g__	0	0	0	0	0	0	0	5.45E-05	0	0	0	0	0	0	0	3.63E-05	4.54E-06	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;Other;Other	0	0	9.08E-06	0	0	0	4.54E-06	0	0	0	0	0	4.54E-06	4.54E-06	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__;g__	0.008771571	0.007159818	0.00933909	0.0048171	0.008762491	0.0023972	0.0126534	0.021420432	0.002270075	0.001629914	0.004331304	0.002083929	0.00691919	0.003931771	0.00450837	0.006796606	0.013348043	0.006510576
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__NS11-12;g__	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;Other	0	0	0	0	1.36E-05	0	1.36E-05	0	0	0	1.36E-05	0	2.27E-05	0	0	0	9.08E-06	4.54E-06
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__	0.001475549	0.001471009	0.005943057	0.007404986	0.006301729	0.002574266	0.014614746	0.000939811	0.000758205	0.001434688	0.006260868	0.000562979	0.000263329	0.000585679	0.001262162	0.002978339	0.003155405	0.008626287
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Olivibacter	0	0	0	0	0	0	0	0	0	0	0	0	0.000195226	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter	0.000381373	0.00029057	0.001153198	0.000390453	0.000653782	0.000345051	0.000835388	0.000236088	0.000118044	4.99E-05	0.000340511	0.000122584	0.000331431	0.000349592	0.000181606	3.63E-05	0.000671942	0.000467636
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium	0	1.36E-05	2.72E-05	4.54E-06	2.72E-05	0	9.08E-06	0	1.36E-05	0	0	9.08E-06	1.82E-05	9.08E-06	0	4.54E-06	3.63E-05	5.45E-05
k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22;o__;f__;g__	0	4.54E-06	3.18E-05	9.08E-06	1.82E-05	0	0	2.72E-05	1.36E-05	2.27E-05	1.36E-05	0	0.000145285	0	4.54E-06	3.18E-05	0.000145285	1.36E-05
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae;g__	2.27E-05	1.82E-05	0	0	0	0	0	1.82E-05	0	9.08E-06	0	0	5.45E-05	4.54E-06	0	0	0	1.36E-05
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae;g__Rhodothermus	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-05	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__;g__	0.001157738	0.000749125	0.001870542	0.001316644	0.001593593	0.001239461	0.003205346	0.000376833	0.000245168	6.81E-05	0.000957972	0.000208847	0.00030873	0.000263329	0.000372292	0.00060838	0.000926191	0.000862629
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;Other	7.26E-05	4.09E-05	3.63E-05	9.08E-06	6.81E-05	4.54E-06	0	4.09E-05	2.27E-05	4.54E-06	9.08E-06	2.72E-05	4.99E-05	9.08E-06	3.63E-05	4.54E-05	0.000104423	5.45E-05
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__	0.032956955	0.029842411	0.038659384	0.012962131	0.031885479	0.051249222	0.024003777	0.024475953	0.032788969	0.008154111	0.036770682	0.009543397	0.029933214	0.011386698	0.014010905	0.016426266	0.058608807	0.029574542
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Chitinophaga	0	0	9.08E-06	1.36E-05	0	4.09E-05	5.45E-05	0.000394993	2.27E-05	0	1.82E-05	0.000140745	0.000367752	1.82E-05	0.000880789	0	0.000435854	2.72E-05
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Ferruginibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Flavihumibacter	0.000113504	8.63E-05	9.08E-06	1.82E-05	2.27E-05	0	4.54E-06	5.90E-05	4.54E-05	3.18E-05	0	4.54E-06	4.09E-05	4.54E-06	1.36E-05	2.72E-05	0.000458555	9.08E-06
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Flavisolibacter	0.002043068	0.001852382	0.001262162	0.000363212	0.001094176	0.000167986	0.000345051	0.000404073	0.000721884	0.001466469	0.001552732	0.000354132	0.002901156	0.000962512	0.00149371	0.000735504	0.001702557	0.001679856
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Niabella	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0.000177066	0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Niastella	1.36E-05	9.08E-06	9.08E-06	0	2.72E-05	0	0	4.54E-06	0	4.54E-06	0	9.08E-06	0	4.54E-06	0.000113504	0.001534571	1.82E-05	9.08E-06
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Sediminibacterium	5.90E-05	0.000118044	0.000358672	0.000217927	5.45E-05	0.000240628	1.36E-05	6.81E-05	0.000199767	0.000131664	0.00029057	0.000140745	5.45E-05	4.54E-06	0.000118044	0.000195226	0.000426774	4.09E-05
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Segetibacter	0.000167986	0	7.72E-05	0	4.99E-05	4.54E-06	4.54E-06	9.08E-06	3.63E-05	0	4.54E-06	0	7.26E-05	2.27E-05	4.54E-05	7.72E-05	0.000154365	1.82E-05
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Terrimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36E-05	9.08E-06	0	0.000104423	9.08E-06
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae;g__	0.008785192	0.007613833	0.004476589	0.000735504	0.004186019	0.000708264	0.00090349	0.002592426	0.003255288	0.001925024	0.000867169	0.001716177	0.006224547	0.002606047	0.002842134	0.002528864	0.001734338	0.005602546
k__Bacteria;p__Caldithrix;c__Caldithrixae;o__Caldithrixales;f__Caldithrixaceae;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;Other;Other;Other	0	0	0	0	0	0	0	2.27E-05	0	0	0	0	0	0	0	0	1.82E-05	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__;f__;g__	0.000131664	0.000971592	0.000749125	4.99E-05	0.000499417	0.001371126	0.00029511	0.000844468	1.36E-05	0	2.27E-05	0.000122584	3.18E-05	2.72E-05	3.63E-05	4.54E-05	0.00029965	6.81E-05
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;Other;Other	0	4.54E-06	2.72E-05	1.82E-05	8.17E-05	0	4.99E-05	0.000190686	0	9.08E-06	4.54E-06	0	9.08E-06	1.36E-05	9.08E-06	9.08E-06	4.54E-06	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__;g__	0.001411987	0.000322351	0.001743418	0.001875082	0.00241082	0.004077055	0.007364125	0.002015827	2.27E-05	4.54E-06	0.001343885	0.000249708	3.63E-05	0	0.000376833	0.00060838	0.000394993	0.001834221
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__	0	0	4.54E-06	0	0	0	0	2.72E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia	0	0	9.08E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Criblamydiaceae;g__	0	1.36E-05	0.000862629	0	0.000108964	0	0	2.27E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Criblamydiaceae;g__Estrella	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;Other	0.000549358	0.00029057	0.001021534	0.000167986	0.000435854	0.000749125	0.000681023	0.000839928	8.63E-05	4.54E-06	0.000653782	4.54E-06	6.36E-05	0.000181606	9.53E-05	0.00121222	0.000749125	0.00029965
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__	0.000186146	0.000163445	0.000190686	9.53E-05	0.000167986	0.00030419	0.000358672	0.000544818	4.54E-06	0	0.000217927	1.82E-05	4.54E-06	4.54E-05	4.54E-05	0.000181606	0.000363212	9.08E-05
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Candidatus Protochlamydia	0.000640161	0.000694643	0.001984046	0.00030419	0.000785446	0.001266702	0.000667402	0.001062395	0.000217927	9.08E-06	0.0005993	0.000317811	0.000431314	0.000263329	0.000354132	0.000930731	0.000730964	0.000345051
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Parachlamydia	0.000145285	5.45E-05	0.000431314	6.36E-05	0.000394993	0.000340511	0.000104423	0.00029965	9.08E-06	0	7.72E-05	4.09E-05	4.54E-06	0	9.08E-06	6.81E-05	0.000354132	0.000104423
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__Candidatus Rhabdochlamydia	0.000340511	0.000880789	0.00392723	0.001870542	0.004976005	0.007128037	0.007613833	0.001838761	0.000617461	0	0.002333638	0.000712804	0.000245168	4.54E-06	0.001121417	0.005189392	0.000930731	0.000340511
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Simkaniaceae;g__Simkania	0	0	4.54E-06	0	0	0	9.08E-06	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Waddliaceae;Other	0	0	0	0	0	0	4.54E-06	1.82E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Waddliaceae;g__Waddlia	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chlorobi;Other;Other;Other;Other	0	0	0	0	0	0	0	1.36E-05	0	0	0	0	0	9.08E-06	0	0	0	0
k__Bacteria;p__Chlorobi;c__;o__;f__;g__	0.000644701	0.000517577	0.001343885	0.002074849	0.000862629	0.000690103	0.004767158	0.00030419	0.000254248	9.08E-05	0.001026074	0.005974838	0.00060838	0.002088469	0.001312104	0.002960178	0.000998833	0.000967052
k__Bacteria;p__Chlorobi;c__BSV26;o__A89;f__;g__	0.000231548	0.000213387	0.006506036	2.27E-05	5.90E-05	0.000340511	0.000767285	0.004976005	0.000145285	5.90E-05	4.54E-06	8.17E-05	6.36E-05	7.26E-05	4.09E-05	8.17E-05	0.002424441	0.000154365
k__Bacteria;p__Chlorobi;c__BSV26;o__BSN164;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.99E-05	0	0	0
k__Bacteria;p__Chlorobi;c__BSV26;o__C20;f__;g__	0.000426774	0.000326891	0.000249708	3.18E-05	0.000240628	4.09E-05	2.72E-05	0.000217927	0.000113504	9.53E-05	5.45E-05	8.63E-05	0.011618246	0.000108964	8.17E-05	0.000108964	3.63E-05	0.000204307
k__Bacteria;p__Chlorobi;c__BSV26;o__PK329;f__;g__	0.001371126	0.001330264	0.000640161	0.000154365	0.000508497	0.000181606	0.000213387	0.002065769	0.000581139	0.000331431	0.000122584	0.000276949	0.014038146	0.000204307	0.000394993	0.00030419	0.000276949	0.001166819
k__Bacteria;p__Chlorobi;c__BSV26;o__VC38;f__;g__	0.000172526	0.000145285	0.000154365	2.72E-05	0.000172526	0	7.72E-05	1.82E-05	0.000118044	4.99E-05	4.09E-05	1.36E-05	0.001611754	0.000104423	6.36E-05	7.72E-05	6.81E-05	0.000113504
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;Other;Other	7.26E-05	0.000172526	5.90E-05	1.82E-05	0.000131664	4.54E-05	3.18E-05	7.72E-05	8.17E-05	4.54E-05	2.72E-05	3.18E-05	9.53E-05	5.45E-05	4.09E-05	3.18E-05	9.08E-06	7.26E-05
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	1.36E-05	0	0	0	0	0
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;Other	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	0
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__	0.005343758	0.004245041	0.002379039	0.000476716	0.002329097	0.000444935	0.000780906	0.000712804	0.001870542	0.001316644	0.000576599	0.000808147	0.003436894	0.001248541	0.001312104	0.001402907	0.000463095	0.003264368
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	0
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__[Melioribacteraceae];g__	0	0	0	0	9.08E-06	0	0	0	0	0	4.54E-06	0	4.54E-06	0	0	4.54E-06	0	0
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__	8.17E-05	7.72E-05	1.36E-05	0	4.09E-05	0	2.27E-05	0	1.36E-05	2.27E-05	4.54E-06	3.18E-05	9.53E-05	4.09E-05	2.72E-05	4.54E-05	9.08E-06	9.08E-05
k__Bacteria;p__Chlorobi;c__OPB56;o__;f__;g__	0.000349592	9.53E-05	0.000177066	9.08E-05	9.99E-05	4.54E-06	0.000535738	9.08E-05	4.09E-05	1.36E-05	4.09E-05	4.54E-06	0.000435854	4.54E-05	4.54E-05	0.000217927	5.45E-05	0.000240628
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__	0.004095216	0.00271955	0.001938644	0.000372292	0.001875082	0.000254248	0.000522117	0.00121222	0.00119406	0.000976132	0.000358672	0.000626541	0.00301012	0.001062395	0.001375666	0.00121222	0.0005993	0.00301466
k__Bacteria;p__Chloroflexi;Other;Other;Other;Other	0	4.54E-06	0	0	0	0	0	0.000113504	0	0	0	0	4.54E-06	0	0	0	1.36E-05	4.54E-06
k__Bacteria;p__Chloroflexi;c__;o__;f__;g__	0	0	0	0	0	0	0	2.72E-05	0	0	0	0	3.63E-05	9.08E-06	0	6.36E-05	9.08E-06	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;Other;Other;Other	4.09E-05	4.09E-05	9.08E-06	0.000104423	5.90E-05	0	2.27E-05	4.54E-06	0	2.27E-05	4.54E-06	1.82E-05	9.99E-05	4.54E-05	3.18E-05	4.54E-05	4.54E-06	3.63E-05
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__;f__;g__	3.63E-05	2.72E-05	3.18E-05	0	1.82E-05	0	9.08E-06	7.26E-05	3.18E-05	4.54E-06	1.36E-05	0	0.000794526	9.08E-06	3.18E-05	4.54E-06	0	4.54E-06
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A31;Other;Other	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	4.54E-06	0	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A31;f__;g__	2.27E-05	0	0	4.99E-05	0	0	0	4.54E-06	9.08E-06	0	0	0	0	0	9.08E-06	0	1.82E-05	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A31;f__S47;g__	1.36E-05	6.36E-05	8.17E-05	2.72E-05	4.09E-05	9.08E-06	2.27E-05	0.000404073	0	0	4.54E-06	1.36E-05	8.17E-05	4.99E-05	7.72E-05	0.007595672	0.000662862	0.000104423
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;Other	0.000812687	0.000740045	0.000458555	0.000127124	0.000476716	9.99E-05	0.000118044	0.000136205	0.000385913	0.000118044	8.63E-05	0.000108964	0.000540278	0.000177066	0.000331431	0.000199767	0.000113504	0.000431314
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__	0.006655861	0.005339217	0.00271501	0.000526657	0.002596966	0.000349592	0.000730964	0.000735504	0.002583346	0.001166819	0.00059022	0.000740045	0.00390453	0.001566352	0.001657155	0.001316644	0.000717344	0.003791026
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__Anaerolinea	0.002978339	0.003713843	0.001579972	0.000426774	0.001457388	0.000195226	0.000404073	0.000444935	0.001121417	0.000640161	0.000272409	0.000426774	0.002288236	0.00091711	0.000862629	0.000835388	0.000435854	0.002492543
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__Longilinea	4.54E-05	4.54E-06	0	1.36E-05	9.08E-06	0	0	0	4.54E-06	0	4.54E-06	0	0	4.54E-06	9.08E-06	0	4.54E-06	7.26E-05
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__SHD-14	0.000154365	0.000195226	9.99E-05	2.27E-05	4.09E-05	0	4.09E-05	7.72E-05	4.99E-05	3.18E-05	1.36E-05	1.82E-05	9.99E-05	5.90E-05	6.81E-05	4.54E-05	0	8.63E-05
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__T78	9.53E-05	0	8.17E-05	4.54E-06	2.27E-05	0	4.54E-06	0	1.82E-05	9.08E-06	0	4.54E-06	3.63E-05	0	4.54E-06	1.82E-05	4.54E-06	4.54E-06
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__WCHB1-05	0.000254248	0.000444935	0.000417694	6.81E-05	0.000190686	1.82E-05	4.99E-05	7.26E-05	0.000154365	7.26E-05	4.09E-05	3.18E-05	0.000322351	5.45E-05	0.000158905	7.72E-05	2.27E-05	0.000208847
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenscatenales;f__Ardenscatenaceae;g__Ardenscatena	4.54E-06	1.82E-05	9.08E-06	0	4.54E-06	9.08E-06	0	0	5.45E-05	0	4.54E-06	0	3.18E-05	0	2.27E-05	0	3.63E-05	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__CFB-26;f__;g__	0.000335971	0.00029511	0.000181606	1.82E-05	0.000186146	2.72E-05	5.45E-05	0.001829681	0.000181606	2.27E-05	4.54E-06	4.09E-05	0.000204307	4.09E-05	0.000131664	8.17E-05	0.000199767	0.000227008
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__	6.81E-05	0.000167986	3.18E-05	9.08E-06	0.000104423	0	0	0.000208847	5.45E-05	2.72E-05	1.82E-05	1.82E-05	0.000821767	4.54E-05	7.72E-05	0.000167986	0.000113504	5.90E-05
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea	7.72E-05	0.000136205	4.54E-06	0	0.000136205	0	9.08E-06	7.26E-05	2.72E-05	2.27E-05	4.54E-06	9.08E-06	6.81E-05	0	9.08E-06	1.36E-05	4.09E-05	0.000145285
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__DRC31;f__;g__	1.82E-05	2.27E-05	9.08E-06	0	0	0	0	9.08E-06	0	4.54E-06	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004;f__;g__	0.004426647	0.004644574	0.002369959	0.000481256	0.002211053	0.000263329	0.000622001	0.000853548	0.001643535	0.001066935	0.000444935	0.000644701	0.002823974	0.001443768	0.001452848	0.001184979	0.000581139	0.003296149
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39;f__;g__	0.001584513	7.72E-05	4.09E-05	0.000104423	0.000145285	9.08E-06	6.81E-05	0.00150279	4.09E-05	6.36E-05	1.82E-05	3.63E-05	0.000217927	8.63E-05	4.09E-05	8.17E-05	0.000735504	0.000136205
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__S0208;f__;g__	7.72E-05	5.90E-05	2.27E-05	0	7.26E-05	0	1.82E-05	0.000622001	2.72E-05	1.82E-05	0	0	0.000163445	3.63E-05	0	1.36E-05	3.63E-05	0.000108964
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SB-34;f__;g__	2.27E-05	1.82E-05	0	0	9.08E-06	0	9.08E-06	2.72E-05	0	0	0	0	0	0	0	0	0	4.54E-06
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b;g__	0.000953432	0.001262162	0.000503957	9.53E-05	0.000485796	0.000276949	0.000217927	0.012222086	0.00029511	0.00030873	0.000163445	0.000145285	0.007177978	0.00030419	0.00059022	0.000408614	0.003727464	0.000771826
